types,name,address,city,state,phone,twitter_name,facebook_page_id
Food,Hero Champ,948 3rd Ave,Brooklyn,NY,(718) 499-9316,"",""
Food,Golden Krust Caribbean Bakery,495 Nostrand Ave,Brooklyn,NY,(718) 622-0555,"",""
Food,Star Deli & Bakery,176 Nassau Ave.,Brooklyn,NY,(718) 383-6948,"",""
Food,Sprinkles Mobile,,New York,NY,,"",""
Food,Kaff Bakery,2919 Ave J,Brooklyn,NY,(718) 676-0361,"",""
Food,Palombo Pastry Shops,789 Allerton Avenue,Bronx,NY,(718) 652-9520,"",""
Food,Sensible Edibles Baking Co,23-57 51st Ave,Queens,NY,(718) 786-1614,"",""
Food,Vito Bakery Inc,1916 Avenue U,Brooklyn,NY,(718) 332-3577,"",""
Food,Century Bakery,8266 Broadway,Elmhurst,NY,(718) 803-2672,"",""
Food,Dunkin Donuts,950 Allerton Avenue,Bronx,NY,(718) 653-7716,202503634108428288,""
Food,Mother Mousse,2175 Hylan Boulevard,Staten Island,NY,(718) 987-4242,"",63978647211
Food,Q Ricura,42-13 Broadway,Astoria,NY,(718) 274-1000,"",""
Food,La Orquidea Bakery & Restaurant,500 E 149th St,Bronx,NY,(718) 585-1488,"",""
Food,Weiss Bakery of Flatbush,1302 Avenue M,Brooklyn,NY,(718) 376-0018,"",""
Food,Auntie Annes,625 Atlantic Avenue,Brooklyn,NY,,auntieannes,auntieannespretzels
Food,Steinberg's Bakery,153 Clymer St,Brooklyn,NY,(718) 486-9100,"",""
Food,Schreiber Homestyle,424 Avenue M,Brooklyn,NY,(718) 758-9122,"",""
Food,Golden Krust,3131 Thomson Ave,Long Island City,NY,(718) 729-1626,"",""
Food,Golden Krust Bakery,9058 Sutphin Boulevard,Jamaica,NY,(718) 262-9293,"",""
Food,Schreiber Home Style Bakery,3008 Ave M,Brooklyn,NY,(718) 258-2720,"",""
Food,B&B Bakery,1135 Morris Park Avenue,Bronx,NY,(718) 829-5198,"",""
Food,Tardes Caleñas Coffee Shop and Bakery,8028 Baxter Ave.,New York,NY,,"",""
Food,Yummy Yummy Bakery,37 East Broadway,Manhattan,NY,,"",""
Food,Angel Bakery,4003 5th Ave,Brooklyn,NY,(718) 431-0001,"",""
Food,Yefraym Bakery,1311 48th St,Brooklyn,NY,(718) 437-2264,"",""
Food,Panaderia Mexico,238 Knickerbocker Ave,Brooklyn,NY,(718) 418-8821,"",""
Food,Melissa's Bakery and Pastry,8504 Grand Avenue,Elmhurst,NY,(718) 396-3138,"",""
Food,Dolci Bake Shop,7409 Metropolitan Ave,Middle Village,NY,(718) 894-3192,"",""
Food,Bagels Etc.,10827 Ascan Ave,New York,NY,(718) 793-5794,"",""
Food,Las Conchitas Bakery,4811 5th Ave,Brooklyn,NY,(718) 437-5513,"",""
Food,Nitin Bakery,9328 Whitney Avenue,Elmhurst,NY,(718) 457-8413,"",""
Food,Sugar Club,8120 Broadway,Elmhurst,NY,(718) 565-9018,"",""
Food,Immaculee Bakery II,1227 Nostrand Ave,Brooklyn,NY,(718) 778-7188,"",""
Food,Polka Dot Cake Studio,,New York,NY,(212) 645-0500,"",""
Food,Kingston Bake Shop,380 Kingston Ave,Brooklyn,NY,(718) 467-2047,"",""
Food,Duddy's Bakery,683 Myrtle Avenue,Brooklyn,NY,(718) 522-5600,"",""
Food,Kristen's Kookies,,New York,NY,(201) 532-5160,KristensKookies,kristenskookie
Food,Pain D'avignon Wholesale,3901 22nd Street,Long Island City,NY,(718) 729-6832,"",""
Food,Watson Gail Custom Wedding Cakes,335 W 38th Street,New York,NY,(212) 736-0705,"",""
Food,Castle Hill National Bakery,2214 Westchester Avenue,Bronx,NY,(718) 794-0360,"",""
Food,El Coqui Bakery,58 W Kingsbridge Road,Bronx,NY,(718) 584-0428,"",""
Food,Sweet Delight,113 Bay Ridge Avenue,Brooklyn,NY,(718) 491-4141,"",""
Food,Angel's Bakeries,29 Norman Avenue,Brooklyn,NY,(718) 389-1400,"",""
Food,Broadway Bakery,10702 71st Ave,Forest Hills,NY,(718) 261-1116,"",""
Food,18 Av Bakery,6016 18th Ave,Brooklyn,NY,(718) 256-2441,"",""
Food,Canaan Bakery,16013 Northern Boulevard,Flushing,NY,(718) 939-3737,"",""
Food,Crumbs,655 6th Ave,New York,NY,(212) 243-6300,"",""
Food,Au Bon Pain,7901 Broadway,Elmhurst,NY,(718) 779-2033,"",""
Food,Delicious Bread House,129 E 102nd St,Manhattan,NY,(646) 692-6457,"",""
Food,La Nueva Union Bakery,1114 Cortelyou Rd,Brooklyn,NY,(718) 284-7218,"",""
Food,QQ Cafe & Bakery,4257 Main St,Flushing,NY,(718) 888-1990,"",""
Food,D'postre Bakery,1045 St. Nicholas Ave,New York,NY,(212) 568-1818,"",""
Food,La Bella Torte,209 Skillman Ave,Brooklyn,NY,(718) 208-0984,"",""
Food,B&G Bakery,1703 Ave U,Brooklyn,NY,(718) 339-2801,"",""
Food,Yi Yi Bakery,6213 Fort Hamilton Parkway,Brooklyn,NY,(718) 680-0064,"",""
Food,Cafe con Pan,5401 5th Ave,Brooklyn,NY,(718) 439-0041,"",""
Food,New Golden Fun Wong,41 Mott St,Manhattan,NY,(212) 267-4037,"",""
Food,Aron's Sweets and More,11801 Metropolitan Ave,Kew Gardens,NY,(718) 846-3236,"",""
Food,Fay Da Bakery,136-18 39th Ave,Flushing,NY,(718) 321-1759,"",faydabakery
Food,Taipan Snack,39-01 Main St,Flushing,NY,(718) 886-3266,"",""
Food,De Paris Bakery & Cafe,15017 Northern Blvd,Flushing,NY,(718) 445-3937,"",""
Food,Alpha Bakery,136 41st Ave,Flushing,NY,(914) 699-7377,"",""
Food,Rossy's Bakery,242 E 3rd St,Manhattan,NY,(212) 253-2424,"",139322732745278
Food,Maple Leaf Bakery,6623 Fort Hamilton Pkwy,Brooklyn,NY,,"",""
Food,Manna 2 Bakery Corporation,87 E Broadway Frnt 1,New York,NY,(212) 267-6200,"",""
Food,Scala Pastry Shop,6951 Grand Avenue,Maspeth,NY,(718) 478-2232,"",""
Food,The Grand Bakery,295 Grand St,New York,NY,(212) 334-6968,"",""
Food,Stork's Pastry Shop,1242 150th St,Whitestone,NY,(718) 767-9220,"",""
Food,Rocio's Spanish Bakery,501 Grand St,Brooklyn,NY,(718) 384-0773,"",""
Food,White Swan Bakery,24 Bowery,New York,NY,(212) 619-6388,"",""
Food,Francois Payard Bakery,200 W St,Manhattan,NY,(212) 566-8300,francoispayard,payardpage
Food,Koryodang,31 W 32nd St,New York,NY,(212) 967-9661,"",""
Food,Cinnabon,153 E 53rd St,New York,NY,(212) 688-3537,"",""
Food,Zoitas Bakery,4611 Skillman Avenue,Sunnyside,NY,(718) 433-0339,"",""
Food,Tinto Fino,85 1st Ave,New York,NY,(212) 254-0850,TintoFinoVino,""
Food,Dandelion Wine,153 Franklin St,Brooklyn,NY,(347) 689-4563,"",""
Food,Sakaya,324 E 9th St,New York,NY,(212) 505-7253,sakayanyc,204136926268392
Food,La Petite Cave,83 Maiden Ln,New York,NY,(212) 514-9817,"",""
Food,Alphabet City Wine Co,100 Ave C,New York,NY,(212) 505-9463,evwgnyc,abcwineco
Food,Trader Joe's Wine Shop,138 E 14th St,New York,NY,(212) 529-6326,"",""
Food,Bottlerocket Wine & Spirit,5 W 19th St,New York,NY,(212) 929-2323,"",""
Food,Lowery Liquors & Wine Company,4014 Queens Blvd,Sunnyside,NY,(718) 784-2334,"",""
Food,5 Stars Wine & Liquor Outlet Corp,5912 Woodside Ave,Woodside,NY,(718) 779-1800,"",""
Food,BQE Wine & Liquors,504 Meeker Ave,Brooklyn,NY,(718) 389-3533,"",""
Food,Columbia Wine,4038 Broadway,New York,NY,(212) 543-2633,"",""
Food,Astor Center,399 Lafayette St,New York,NY,(212) 674-7501,astorcenter,astorcenter
Food,Slope Cellars,436 7th Ave,Brooklyn,NY,(718) 369-7307,"",""
Food,PJ Wine,4898 Broadway,New York,NY,(212) 567-5500,pjwine,PJWine
Food,Blue Angel Wines,638 Grand St,Brooklyn,NY,(718) 388-2210,"",""
Food,Astor Wines & Spirits,399 Lafayette St,New York,NY,(212) 674-7500,astorwines,astorwines
Food,Moore Brothers Wine Company,33 E 20th St,New York,NY,(866) 986-6673,"",""
Food,Wright & Goebel Wine & Spirits,147 Flatbush Ave Ext,Brooklyn,NY,(646) 495-1520,"",""
Food,Leiser's Liquors,41-30 162nd St,Flushing,NY,(718) 359-3106,"",""
Food,Gnarly Vines,350 Myrtle Ave,Brooklyn,NY,(718) 797-3183,AppellationBK,345439645871
Food,Appellation,156 10th Ave,New York,NY,(212) 741-9474,"",""
Food,California Wine Merchants,15 Bridge St,Manhattan,NY,(212) 785-7285,cawinemerchants,""
Food,Good Beer,422 E 9th St,New York,NY,(212) 677-4836,"",""
Food,Warehouse Wines & Spirits,735 Broadway,New York,NY,(212) 982-7770,"",""
Food,Bed-Vyne Wine,370 Tompkins Ave,Brooklyn,NY,(347) 915-1080,bedvynewine,""
Food,Mister Wright Fine Wines And Spirits,1593 3rd Ave,New York,NY,(212) 722-4564,"",58416849392
Food,Downtown Cellars,55 Liberty St,New York,NY,(212) 406-9463,Downtowncellars,148407951910616
Food,D.O.C. Wine Shop,147 Broadway,Brooklyn,NY,(718) 388-0087,docwinebar,""
Food,Brouwerij Lane,78 Greenpoint Ave,Brooklyn,NY,(347) 529-6133,Brouwerijlane,237198780715
Food,The Shanty,79 Richardson St,Brooklyn,NY,(718) 412-0874,nydistilling,nydistilling
Food,New Beer Distributors,167 Chrystie St,New York,NY,(212) 473-8757,"",""
Food,Brooklyn Wine Exchange,138 Court St,Brooklyn,NY,(718) 855-9463,BkWineXchange,263587080279
Food,65 Fen,65 Fenimore St,Brooklyn,NY,(347) 715-6001,"",""
Food,Granyette Wine & Spirits,151 Grand St,New York,NY,(212) 925-1236,"",""
Food,Nancy's Wines For Food,313 Columbus Ave,New York,NY,(212) 877-4040,"",""
Food,Brooklyn Homebrew,163 8th St,Brooklyn,NY,(718) 369-0776,"",""
Food,Wine Therapy,171 Elizabeth St,New York,NY,(212) 625-2999,www.twitter.com,77907633789
Food,Landmark Wine & Sake,167 W 23rd St,New York,NY,(212) 242-2323,"",""
Food,Schumer's Wine,59 E 54th St,New York,NY,(212) 355-0940,"",""
Food,Crush Wine & Spirits,153 E 57th St,New York,NY,(212) 980-9463,CrushWineCo,CrushWineCo
Food,New York Vintners,21 Warren St,New York,NY,(212) 812-3999,NYVintners,""
Food,American Beer Distributing and Thrifty Beverage Center,256 Court St,Brooklyn,NY,(718) 875-0226,"",""
Food,Brooklyn Beer & Soda,507 Flatbush Ave,Brooklyn,NY,(718) 622-8800,bklynbeersoda,219415250048
Food,Olivino,426-D Marcus Garvey Blvd,Brooklyn,NY,(718) 249-0721,"",""
Food,Vinyl Wine,1491 Lexington Ave,Manhattan,NY,(646) 370-4100,"",""
Food,Le Dû Wines,600 Washington St,New York City,NY,(212) 924-6999,leduwines,leduwines
Food,54 Wine & Spirits,400 W 55th St,New York,NY,(212) 757-7123,"",""
Food,67 Wine & Spirits,179 Columbus Ave,New York,NY,(212) 724-6767,67Wine,67Wine
Food,New York Wine Exchange,9 Broadway,New York,NY,(212) 422-2222,"",""
Food,Johnnie Walker,465 W Broadway,Manhattan,NY,,"",""
Food,Adam's Wines & Liquors,620 5th Ave,Brooklyn,NY,(718) 768-1521,"",""
Food,September Wines & Spirits,100 Stanton St,New York,NY,(212) 388-0770,septemberwines,septemberwines
Food,Grand Wine & Liquor,3005 31st St,Astoria,NY,(718) 728-2520,"",""
Food,The Winery,257 W 116th St,New York,NY,(212) 222-4866,"",""
Food,Discovery Wines,16 Ave B,New York City,NY,(212) 674-7833,DiscoveryWines,239521035370
Food,Off the Vine,44-21 30th Ave,Astoria,NY,(718) 728-4142,OffTheVineNYC,155445713051
Food,Montague Wine & Spirits,78 Montague St,Brooklyn,NY,(718) 254-9422,"",""
Food,Ninth Avenue Vintner,669 9th Ave,New York,NY,(212) 664-9463,evintner,327107347332856
Food,Harlem Vintage,2235 Frederick Douglass Blvd,Harlem,NY,(212) 866-9463,harlemvintage,HarlemVintageWines
Food,Scotto's Wine Cellar,318 Court St,Brooklyn,NY,(718) 875-5530,"",""
Food,Chambers Street Wines,148 Chambers St,New York,NY,(212) 227-1434,"",""
Food,Heights Chateau Wines & Liquors,123 Atlantic Ave,Brooklyn,NY,(718) 330-0963,heightschateau,245157392167143
Food,Smith and Vine,268 Smith St,Brooklyn,NY,(718) 243-2864,"",""
Food,Thanks Bro,,Manhattan,NY,(917) 720-6337,"",""
Food,The Whiskey Shop,44 Berry St,Brooklyn,NY,(718) 384-7467,"",""
Food,Pour,321 Amsterdam Ave,New York,NY,(212) 501-7687,"",""
Food,Community Beverage,8004 Grand Ave,Elmhurst,NY,(718) 458-5254,"",""
Food,Tri-Boro Beverage,41-08 Astoria Blvd,Astoria,NY,(718) 278-0620,"",""
Food,Chelsea Wine Country,86 7th Ave,New York,NY,(212) 366-4904,"",""
Food,Trojanowski Liquor,181 Bedford Ave,Brooklyn,NY,(718) 388-8488,"",""
Food,In Vino Veritas,1375 1st Ave,New York,NY,(212) 288-0100,"",""
Food,Prospect Wine Shop,322 7th Ave,Brooklyn,NY,(718) 768-1232,"",""
Food,Brooklyn Liquors,976 3rd Ave,Brooklyn,NY,(718) 499-2257,"",""
Food,City Swiggers,320 East 86th St,Manhattan,NY,(212) 570-2000,www.twitter.comcityswiggers,""
Food,36th Ave Wine & Spirits,3014 36th Ave,Long Island City,NY,(718) 361-8865,"",""
Food,Sterling Grapes & Grains,115 5th Ave,Brooklyn,NY,(718) 789-9521,"",""
Food,Penn Wine & Spirits,Penn Station LIRR Level,New York,NY,(212) 630-0219,"",""
Food,Olivino,905 Fulton Street,Brooklyn,NY,(718) 857-7952,"",""
Food,Red White & Bubbly,211 5th Ave,Brooklyn,NY,(718) 636-9463,"",""
Food,L & P Wines & Liquors,633 Metropolitan Ave,Brooklyn,NY,(718) 388-2140,"",82005032646
Food,APT 78,4447 Broadway,New York,NY,(646) 490-4657,whrp_ruben,""
Food,Windsor Wine Shop,474 3rd Ave,New York,NY,(212) 779-4422,"",""
Food,Beer Table Pantry,Grand Central Terminal,New York,NY,(212) 922-0008,beertablepantry,""
Food,De Wine Spot,488 Lorimer St,Brooklyn,NY,(718) 388-9463,"",""
Food,Serendipity Wines And Spirits,1585 1st Ave,New York,NY,(646) 596-7826,"",sellinggold
Food,City Sliquors,21-01 Astoria Blvd,Astoria,NY,(718) 278-1140,"",""
Food,Despaña Vinos y Mas,410 Broome St,Manhattan,NY,(212) 219-1550,"",""
Food,Bee Liquors,225 Avenue B,New York,NY,(212) 995-5606,"",""
Food,Nini's Wine Cellar,132 Havermeyer,Brooklyn,NY,(347) 725-4570,NinisWineCellar,174342842621721
Food,Sutton Wine Shop,403 E 57th St,New York,NY,(212) 755-6626,"",""
Food,Big J's Wines & Liquors,Pathmark,Brooklyn,NY,(718) 499-0606,"",""
Food,Blanc & Rouge,81 Washington St.,Brooklyn,NY,(718) 858-9463,BlancRouge,""
Food,Uva Wines,199 Bedford Ave,Brooklyn,NY,(718) 963-3939,"",""
Food,East Coast Beer Dist,316 37th St,Brooklyn,NY,(718) 788-8000,"",""
Food,Growler Station,26 W 8th St,New York,NY,(212) 777-2337,growlerstation,233416110007573
Food,Beacon Wines & Spirits,2120 Broadway,New York,NY,(212) 877-0028,"",""
Food,Acker Merrall & Condit Company,160 W 72nd St,New York,NY,(212) 787-1700,"",""
Food,Beer Table,427B 7th Ave,Brooklyn,NY,(718) 965-1196,beertable,beertable
Food,Vino Fine Wine & Spirits,121 E 27th St,New York,NY,(212) 725-6516,vinosite,123255924366354
Food,Brand's Wine & Liquor,550 W 145th St,New York,NY,(212) 234-1460,"",""
Food,Jolson's Wines & Liquors,2224 31st St,Astoria,NY,(718) 728-2020,"",""
Food,Broadway Liquor,73-20 Broadway,Jackson Heights,NY,(718) 639-8990,"",""
Food,First and Vine Wine & Spirits,1103 1st Ave,New York,NY,(212) 308-1650,"",""
Food,Fat Cat Wines,538 Court St,Brooklyn,NY,,"",""
Food,Caesar's Wines & Liquors,6715 Bay Pkwy,Brooklyn,NY,(718) 234-0505,"",""
Food,E & B Colony Wines,85-19 37 Ave,Jackson Heights,NY,(718) 651-4550,"",""
Food,Viscount Wines & Liquors,1173 Route 9,Wappingers Fl,NY,(845) 298-0555,"",""
Food,K & D Wines & Spirits,1366 Madison Ave,New York,NY,(212) 289-1818,"",214130230710
Food,Gotham Wines and Liquors,2517 Broadway,New York,NY,(212) 932-0990,"",""
Food,The Beer Garden,1883 Victory Blvd,Staten Island,NY,(718) 876-8900,"",""
Food,Italian Wine Merchants,108 E 16th St,New York,NY,(212) 473-2323,inside_iwm,italianwinemerchants
Food,"MCF Rare Wine, Ltd",237 W 13th St,New York,NY,(212) 255-8870,"",""
Food,Tribeca Wine Merchants Ltd,40 Hudson St Frnt,New York,NY,(212) 393-1400,"",""
Food,Winot,796 Franklin Ave,Brooklyn,NY,(718) 576-6944,BrooklynWinot,173182932738324
Food,Manhattan Plaza Winery,589 9th Ave,New York,NY,(212) 695-8170,"",""
Food,Jean's Fine Wine and Spirits,642 Forest Ave,Staten Island,NY,(866) 258-7609,"",""
Food,Gramercy Wine Cellars,236 3rd Avenue,New York,NY,(212) 529-6668,?iVar=60558,""
Food,Empire Liquors,10305 Queens Blvd,Forest Hills,NY,(718) 896-8390,"",""
Food,Sherry-Lehmann Wine & Spirits,505 Park Ave,New York,NY,(212) 838-7500,"",SherryLehmannWine
Food,Best Cellars,2246 Broadway,New York,NY,(212) 362-8730,aandpstores,APFresh
Food,Omega Wines & Spirits Agig Liquors,Agora Plaza,Astoria,NY,(718) 726-0056,"",""
Food,Enoteca Di Palo,200 Grand St.,New York,NY,(212) 680-0545,Loudipalo,DiPaloSelects
Food,Grande Harvest Wines,Grand Central Terminal,New York,NY,(212) 682-5855,ghwines,ghwines
Food,Atlantic Cellars,988 Atlantic Ave,Brooklyn,NY,(718) 623-9688,AtlanticCellars,Atlanticcellars11
Food,West Side Wine,481 Columbus Ave,New York,NY,(212) 874-2900,WestSideWineGuy,""
Food,Mr Vino,107-02A 71st Ave,Forest Hills,NY,(718) 261-3012,"",""
Food,STD Wines & Liquors,89 Church Ave,Brooklyn,NY,(718) 436-3583,"",""
Food,Cabrini Wines,831 W 181st St,New York,NY,(212) 568-3290,"",""
Food,Vino-Versity,1657 1st Ave,Manhattan,NY,(212) 860-6600,VinoVersity,225733280804686
Food,Vines On Pine,209 Pinehurst Ave,New York,NY,(212) 923-0584,?iVar=1009,""
Food,Eight & Driggs Wine and Liquors,197 N 8th St,Brooklyn,NY,(718) 554-0385,"",""
Food,City Wine Gallery,1145 2nd Ave,New York,NY,(212) 486-2103,"",""
Food,East Village Wine & Liquors,183 Stanton St,New York,NY,(212) 358-7700,"",""
Food,Donna Da Vine,355 Atlantic Ave,New York,NY,(718) 643-2250,"",""
Food,West Street Wine & Spirits,33 Rector St,New York,NY,(212) 383-8300,"",""
Food,Brite Buy Wines and Spirits,11 Avenue of the Americ,New York,NY,(212) 226-4993,"",""
Food,Unity Liquors,708 St. Nicholas Ave,New York,NY,(212) 491-7821,"",""
Food,Delauren Wines & Liquors,332 8th Avenue,New York,NY,(212) 255-0854,"",""
Food,Angela Liquor,23-49 Broadway,Long Island City,NY,(718) 728-4509,"",""
Food,Mount Carmel Wine & Spirits,609 E 187th St,Bronx,NY,(718) 367-7833,"",""
Food,Grace Wine & Spirits,610 10th Ave,New York,NY,(212) 202-0776,"",""
Food,NYC Wine Merchants,745 6th Ave,Manhattan,NY,(212) 414-1300,"",""
Food,Vestry Wines,65 Vestry St,New York,NY,(212) 810-2899,"",""
Food,Bay Ridge Discount Liquors,6813 4th Ave,Brooklyn,NY,(718) 748-2421,"",""
Food,Gary's Liquor,141 Essex St,New York,NY,(212) 529-7187,"",""
Food,86 Street Wine & Liquor,306 E 86th Street,New York,NY,(212) 396-3535,"",""
Food,Park East Wines & Spirits,1657 York Ave,New York,NY,(212) 534-2093,"",""
Food,Long's Wines & Liquors,7917 5th Ave,Brooklyn,NY,(718) 748-6505,"",212921680831
Food,City Hall Wines & Spirits,108 Chambers Street,New York,NY,(212) 227-3385,"",""
Food,Bottle & Soul,1200 Lexington Ave,New York,NY,(212) 628-0100,"",""
Food,McCabes Wine & Spirits,1347 3rd Ave,New York,NY,(212) 737-0790,"",""
Food,Soho Wines & Spirits,461 W Broadway,New York,NY,(212) 777-4332,"",""
Food,111 Lex Liquors,111 Lexington Ave,New York,NY,(212) 213-2288,111LexWine,111LexWine
Food,Schnitzel Haus,7319 5th Ave,Brooklyn,NY,(718) 836-5600,"",""
Food,Absolute Wine & Spirits,34-13 30th Ave,Astoria,NY,(718) 726-1826,"",""
Food,S & P Liquor & Wine Corporation,300 E 5th St,New York,NY,(212) 475-4671,"",""
Food,Maslow 6,211B W Broadway,New York,NY,(212) 226-3127,"",""
Food,Vintage Grape Wines & Spirits,1479 3rd Ave,New York,NY,(212) 535-6800,vintagegrape,""
Food,Franks Liquor Shop,46 Union Sq E,New York,NY,(212) 473-3231,"",""
Food,Kessler Liquors,23 E 28th St,New York,NY,(212) 685-7651,"",""
Food,Fermented Grapes,651 Vanderbilt Avenue,Brooklyn,NY,(718) 230-3216,"",""
Food,Spring Street Wine Shop,187 Spring Street,New York,NY,(212) 219-0521,"",""
Food,Michael Towne Wines & Spirits,73 Clark St,Brooklyn,NY,(718) 875-3667,"",""
Food,Bowery And Vine,269 Bowery St,New York,NY,(212) 941-7943,"",""
Food,The Junction,329 Lexington Ave,Manhattan,NY,(212) 682-7700,"",""
Food,Eli's WINE,1411 3rd Ave,New York,NY,(212) 717-8100,"",""
Food,Burgundy Wine Company,143 W 26th St,New York,NY,(212) 691-9092,"",""
Food,West 57 Wine & Spirits,340 W 57th St Ph A,New York,NY,(212) 247-5624,"",""
Food,Granada International Sales,120 E 116th Street,New York,NY,(212) 369-2141,"",""
Food,Wing Tak Liquor,101 Allen St,New York,NY,(212) 274-8478,"",""
Food,Sotheby's Wine,1334 York Ave,New York,NY,(212) 894-1990,SothebysWine,""
Food,Doctor's Wine & Spirits,4616 Ditmars Blvd,Astoria,NY,(718) 777-0181,"",""
Food,Absolut,1370 Avenue of the Americas,New York,NY,,"",""
Food,Beer Street,413 Graham Ave,New York,NY,,"",""
Food,Alex's Discount Liquors & Wine,1698 86th St,Brooklyn,NY,(718) 234-9399,"",""
Food,The Bottlenose Wine Co.,703 Second Ave,Manhattan,NY,(212) 682-5865,bottlenosewines,TheBottlenoseWineCo
Food,Astoria Park Wine & Spirits,28-07 24th Ave,Astoria,NY,(718) 606-1142,"",""
Food,Best On Broadway Wine & Liquor,34-12 Broadway,Astoria,NY,(718) 204-2299,"",""
Food,Cypriana Wine and Liquor,3812 28th Ave,Astoria,NY,(718) 278-3400,"",""
Food,Columbus Avenue Wine & Spirits,730 Columbus Ave,New York,NY,(212) 865-7070,columbuswine,""
Food,"Red, White & Green Wine & Spirits",34 N 7th St L1,Brooklyn,NY,(718) 302-4080,"",""
Food,Zeichner Wine & Liquor,279 1st Avenue,New York,NY,(212) 777-7730,"",""
Food,Cellar 53 Wines & Spirits,785 10th Ave,New York,NY,(646) 861-1093,"",""
Food,The Natural Wine Company,211 N 11th St,Brooklyn,NY,(646) 397-9463,naturalwineco,NaturalWine
Food,Avenue A Wine & Liquor,196 Avenue A,New York,NY,(212) 260-7878,"",""
Food,Mar-Pat Liquors,3112 Farrington St,Flushing,NY,(718) 762-8388,"",""
Food,Liquor & Wine Warehouse,961 E 174th St,Bronx,NY,(718) 861-3700,"",""
Food,Is-Wine,24 W 8th St,New York,NY,(212) 254-7800,"",""
Food,Lenox Wines,381 Lenox Ave,New York,NY,(212) 410-9463,"",""
Food,Bay River Wine & Liquors,539 5th Ave,Brooklyn,NY,(718) 768-5402,"",""
Food,Liquor Town & Fine Wines,135-21 Cross Bay Blvd,Ozone Park,NY,(718) 641-4879,"",""
