types,name,address,city,state,phone,twitter_name,facebook_page_id
restaurants,Tofu House,3250 W Olympic Blvd,Los Angeles,CA,(323) 733-2233
restaurants,Shin Peking Restaurant,3101 W Olympic Blvd,Los Angeles,CA,(213) 381-3003
restaurants,YoYo Restaurant,818 N Pacific Ave,Glendale,CA,(818) 550-8661
restaurants,Sotukung Samgupsal,703 S Vermont Ave,Los Angeles,CA,(213) 388-0285
restaurants,Wilshire Korean BBQ,3807 Wilshire Blvd,Los Angeles,CA,(213) 386-5900
restaurants,Han Shin Po Cha,3377 Wilshire Blvd. #105,Los Angeles,CA,(213) 739-9077
restaurants,Spoon & Chopsticks,3417 W 6th St,Los Angeles,CA,(213) 389-5422
restaurants,Seoul Soondae House One,3470 W 6th St,Los Angeles,CA,(213) 383-0606
restaurants,Cho Dae Bak BBQ,233 S Vermont Ave,Los Angeles,CA,(213) 365-9992
restaurants,Il Mi,818 N Pacific Ave,Glendale,CA,(818) 545-8080
restaurants,Moo Dae Po,936 S Vermont Ave,Los Angeles,CA,(213) 386-9292
restaurants,The House of Korea,333 S Alameda St,Los Angeles,CA,(213) 626-0554
restaurants,Burrito Kingdom,526 N Atlantic Blvd,Alhambra,CA,(626) 284-4809
restaurants,Corea BBQ,3500 W 6th St,Los Angeles,CA,(213) 384-1312
restaurants,Vons Chicken,Koreatown Galleria,Los Angeles,CA,(323) 733-9292
restaurants,Made in Mom,3807 Wilshire Blvd,Los Angeles,CA,(213) 386-5800
restaurants,Vermont Soon Dae,923 S Vermont Ave,Los Angeles,CA,
restaurants,Bibigo Beverly Hills,225 S Beverly Dr,Beverly Hills,CA,(310) 275-0011
restaurants,L.A. Omokari,901 S Western Ave #104,Los Angeles,CA,(323) 734-4500
restaurants,Song Jung,3901 1/2 W Olympic Blvd,Los Angeles,CA,(323) 935-3356
restaurants,Madang 621,5670 Wilshire Blvd,Los Angeles,CA,
restaurants,Halmae Restaurant,3122 W 8th St,Los Angeles,CA,(213) 385-0655
restaurants,Seoul House Of Tofu,2101 Sawtelle Blvd,Los Angeles,CA,(310) 444-9988
restaurants,Dong Chun Hong Restaurant,1143 S Western Ave,Los Angeles,CA,(323) 732-4884
restaurants,Cafe Kool,400 S Western Ave,Los Angeles,CA,(213) 388-0061
restaurants,Co Co Roo,3250 W Olympic Blvd,Los Angeles,CA,(213) 382-1199
restaurants,Sol Bat Jip,3300 W 8th St,Los Angeles,CA,
restaurants,Wassada Pocha,379 N Western Ave,Los Angeles,CA,(323) 466-0991
restaurants,Chicken and Boba,928 S Western Ave,Los Angeles,CA,(213) 738-5954,KoreatownPlaza,KoreatownPlaza
restaurants,Sindangdong Restaurant,928 S Western Ave,Los Angeles,CA,(213) 382-1234,KoreatownPlaza,KoreatownPlaza
restaurants,Kang Seo Myun Oak,3250 W Olympic Blvd,Los Angeles,CA,(323) 373-1717
restaurants,Flying Hotteok,808 S Western Ave,Los Angeles,CA,
restaurants,Book Sea Tong,755 S Vermont Ave,Los Angeles,CA,(213) 385-3369
restaurants,Seoul House of Tofu,2101 Sawtelle Blvd,Los Angeles,CA,(310) 444-9988
restaurants,Sorabol Korean Restaurant,10250 Santa Monica Blvd,Los Angeles,CA,(310) 277-3772,,52878984347
restaurants,Hwang Jang Korean BBQ Restaurant,480 N Western Ave,Los Angeles,CA,(323) 465-6707
restaurants,Restaurant Namsan,3613 W 6th St,Los Angeles,CA,(213) 382-7777
restaurants,Dodam Korean BBQ Restaurant,901 S Western Ave,Los Angeles,CA,(323) 734-4500
restaurants,Hao Chi Kitchen China Bistro AKA Jinheungkag,3280 W 6th Street at Berendo,Los Angeles,CA,(213) 385-9799
restaurants,Sushi Bar Da-Da,3700 West Olympic Blvd,Los Angeles,CA,(323) 733-2778
restaurants,Jong Ga Jip,3524 W 8th St,Los Angeles,CA,(213) 738-1144
restaurants,Co Co Roo,Inside Hannamchain Market,Los Angeles,CA,(213) 382-1199
restaurants,Ja Gal Chi,400 S Western Ave,Los Angeles,CA,(213) 388-0061
restaurants,Bul E Ya,2500 W 8th St,Los Angeles,CA,
restaurants,Ddu Rak,125 N Western Ave,Los Angeles,CA,
restaurants,Mecko Restaurant,3909 Beverly Blvd,Los Angeles,CA,(323) 660-8200
restaurants,Yoo Won Chinese Restaurant,532 S Western Ave,Los Angeles,CA,(213) 384-0677
restaurants,Chung Hae Seafood,3636 W Olympic Blvd,Los Angeles,CA,(323) 730-1890
restaurants,Woolaeok,623 S Western Ave.,Los Angeles,CA,(213) 384-2244
restaurants,Yun Byun Restaurant,276 S Serrano St,Los Angeles,CA,(213) 383-5959
restaurants,Neorangnarang,701 S. Western Ave.,Los Angeles,CA,(213) 388-1717
restaurants,Kokodon,705 S Western Ave,Los Angeles,CA,(213) 383-6150
restaurants,Summer BBQ Beer Garden,The New Otani Hotel & Garden,Los Angeles,CA,(213) 253-9255
restaurants,Go Hyang San Chun,345 S Western Ave,Los Angeles,CA,(213) 384-8615
restaurants,Todamgol,203 N Western Ave,Los Angeles,CA,(323) 467-1299
restaurants,Shin Jung Restaurant,3450 W 6th St,Los Angeles,CA,(213) 386-9552
restaurants,Jin Heung Ghak,3250 W Olympic Blvd,Los Angeles,CA,(323) 733-6777
restaurants,Korean BBQ Plus,404 S Figueroa St,Los Angeles,CA,(213) 624-5111
restaurants,Jin Su Sung Chan,Koreatown Galleria,Los Angeles,CA,(323) 766-9292
restaurants,Seoul Tofu & Korean Barbeque,2139 Foothill Blvd,La Canada Flintridge,CA,(818) 248-9958
restaurants,Express Restaurant & Club,5400 Wilshire Blvd,Los Angeles,CA,(323) 935-6000
restaurants,Ddowa Restaurant,3542 W 3rd St,Los Angeles,CA,(213) 387-1288
restaurants,Pyongyang Express,,Los Angeles,CA,(310) 466-2871
restaurants,Kalbi Gogo,332 S Broadway,Los Angeles,CA,(213) 617-8622
restaurants,Jang An Restaurant,2773 W Olympic Blvd,Los Angeles,CA,(213) 383-4646
restaurants,TBBC Barbecue,206 N Western Ave,Los Angeles,CA,(323) 466-7334
restaurants,Han's Bibimbap,3680 Wilshire Blvd,Los Angeles,CA,(213) 384-8989
restaurants,Na Go Ya,869 S Western Ave,Los Angeles,CA,
restaurants,Chuncheon Woomi Dakgalbi,3077 W 8th St,Los Angeles,CA,(213) 386-7890
restaurants,Kyedong Fried Chicken,"Koreatown Plaza, Ste 300",Los Angeles,CA,
restaurants,Gu Ga Myunok,863 S Western Ave,Los Angeles,CA,(213) 365-1997
restaurants,Ohmajip,3126 W 8th St,Los Angeles,CA,(213) 381-7077
restaurants,Busan Sushi Bar,201 N Western Ave,Los Angeles,CA,(323) 871-0703
restaurants,Nak Won Catering,4564 Beverly Blvd,Los Angeles,CA,(323) 466-3737
restaurants,Moon Daepo BBQ,16334 S. Western Ave,Gardena,CA,(310) 327-3355
restaurants,D & K Drive In,937 W Arbor Vitae St,Inglewood,CA,(310) 641-0149
restaurants,Doo Rae Bak,14008 Crenshaw Blvd,Gardena,CA,(310) 323-5000
restaurants,Manna Korean Restaurant,2101 San Gabriel Blvd,Rosemead,CA,(626) 307-5671
restaurants,Han Yang Garden Korean BBQ,1431 S Baldwin Ave,Arcadia,CA,(626) 574-2077
restaurants,Angel Catering,14528 Carmenita Rd,Norwalk,CA,(562) 407-1004
restaurants,Joy Catering,7922 Rosecrans Ave Ste H,Paramount,CA,(562) 531-9395
restaurants,Jangkumyine Restaurant,16440 Norwalk Blvd,Cerritos,CA,(562) 404-8886
restaurants,Imperial Korean BBQ,14952 Crenshaw Blvd,Gardena,CA,(310) 719-8989
restaurants,South Bay Jinmi,16324 S Western Ave,Gardena,CA,(310) 323-8339
restaurants,An Dong Gook Shi,3500 Wilshire Blvd,Los Angeles,CA,(213) 738-0742
restaurants,Korean Chicken Place,618 S Serrano Ave,Los Angeles,CA,(213) 388-6990
restaurants,Kogi BBQ Truck,Grandview Ave,Glendale,CA,
restaurants,Seoul Food,,Los Angeles,CA,(323) 817-9465
restaurants,Cheong Wun,944 N. Western Ave,Los Angeles,CA,(323) 465-7590
restaurants,Bento Factory,443 E Colorado Blvd,Pasadena,CA,(626) 566-7663
restaurants,Lotte Kitchen World,982 S. Western Ave,Los Angeles,CA,(323) 373-0246
restaurants,Chugajip Yang Nyum Chicken,3602 W 3rd St,Los Angeles,CA,(213) 380-0627
restaurants,Eilat Bakery,350 N Fairfax Ave,Los Angeles,CA,(323) 933-5000
restaurants,Orange Delight and Grill,13628 Ventura Blvd,Sherman Oaks,CA,(818) 788-9896
restaurants,Kosher Club,4817 W Pico Blvd,Los Angeles,CA,(323) 933-8283
restaurants,Glatt Mart,8708 W Pico Blvd,Los Angeles,CA,(310) 289-6888
restaurants,Pico Kosher Deli,8826 W Pico Blvd,Los Angeles,CA,(310) 273-9381
restaurants,House of Bonjour,12453 Oxnard St,North Hollywood,CA,(818) 506-7145
restaurants,F & Y Sinai Kosher Market,8680 W Pico Blvd,Los Angeles,CA,(310) 657-0430
restaurants,Delice Bakery,8583 W Pico Blvd,Los Angeles,CA,(310) 289-6556
restaurants,The Milky Way,9108 W Pico Blvd,Los Angeles,CA,(310) 859-0004
restaurants,La Seine,14 N La Cienega Blvd,Beverly Hills,CA,(310) 358-0922
restaurants,Pat's Restaurant,9233 W Pico Blvd,Los Angeles,CA,(310) 205-8705
restaurants,Shanghai Glatt Kosher,9401 W Pico Blvd,Los Angeles,CA,(310) 553-0998
restaurants,Nathan's Kosherland,1636 Westwood Blvd,Los Angeles,CA,(310) 441-0394
restaurants,Glatt House,8721 W Pico Blvd,Los Angeles,CA,(310) 271-4528,,151654391544197
restaurants,Eilat Grill,12519 Burbank Blvd,Valley Vilage,CA,(818) 762-1900
restaurants,Elite Cuisine,7119 Beverly Blvd,Los Angeles,CA,(323) 930-1303
restaurants,Delice Bistro,8581 W Pico Blvd,Los Angeles,CA,(310) 289-1702
restaurants,Eilat Bakery,9060 W Pico Blvd,Los Angeles,CA,(310) 205-8700
restaurants,Gigi's Bakery & Café,2200 W Temple St,Los Angeles,CA,(213) 483-6152
restaurants,Atlacatl Restaurant,301 N Berendo St,Los Angeles,CA,(323) 663-1404
restaurants,Conchitas Restaurant,2580 W Pico Blvd,Los Angeles,CA,(213) 384-4177
restaurants,La Fonda de Don Cuper,6661 Lankershim Blvd,North Hollywood,CA,(818) 765-0124
restaurants,Aladdin's Coffee Shop,1150 S Hope St,Los Angeles,CA,(213) 747-4032
restaurants,Pollo A La Brasa Western,764 S Western Ave,Los Angeles,CA,(213) 387-1531
restaurants,Cafe Colombia,222 S Glenoaks Blvd,Burbank,CA,(818) 558-3985,,15068817737
restaurants,Ilobasqueno Restaurant,5027 Melrose Ave,Los Angeles,CA,(323) 468-0119
restaurants,Sarita's Pupuseria,317 S Broadway,Los Angeles,CA,(213) 626-6320
restaurants,La Fonda Antioquena,5125 Melrose Ave,Los Angeles,CA,(323) 957-5164
restaurants,La Maria,10516 Victory Blvd,North Hollywood,CA,(818) 755-8811
restaurants,Coppelia's Bakery & Cafe,10825 Venice Blvd,Los Angeles,CA,(310) 838-0375
restaurants,La Caravana Restaurante Salvadoreno,1306 N Lake Ave,Pasadena,CA,(626) 791-7378
restaurants,Coupa Café,419 N Canon Dr,Beverly Hills,CA,(310) 385-0420
restaurants,Tigeorges' Chicken,309 Glendale Blvd,Los Angeles,CA,(213) 353-9994
restaurants,Rincon Chileno,4354 Melrose Ave,Los Angeles,CA,(323) 666-6075
restaurants,La Nueva Flor Blanca,4271 Beverly Blvd,Los Angeles,CA,(323) 662-9493
restaurants,El Caserio Silver Lake,401 Silver Lake Blvd,Los Angeles,CA,(213) 273-8945
restaurants,Maya's Restaurant,200 S Ave 19,Los Angeles,CA,(323) 225-2163
restaurants,La Puma Rosa,11206 S Wilmington Ave,Los Angeles,CA,(323) 973-8358
restaurants,Grand Casino Bakeries,3826 Main St,Culver City,CA,(310) 202-6969
restaurants,Nica's Kitchen,11640 Victory Blvd,North Hollywood,CA,(818) 762-0562
restaurants,Texis Restaurant No 3,698 S Vermont Ave,Los Angeles,CA,(213) 387-8890
restaurants,El Amanecer Salvadoreno,3059 W 8th St,Los Angeles,CA,(213) 382-2591
restaurants,La Pupusa Loca,5716 Santa Monica Blvd,Los Angeles,CA,(323) 957-2967
